asset_id,asset_type,section_type,zone,age_years,inspection_interval_days,last_inspection_days_ago,overdue_ratio,traffic_density_trains_per_day,max_speed_kmph,load_tonnage_daily,weather_exposure_index,temperature_extremity_index,gradient_curvature_index,condition_rating,corrosion_index,historical_failures_last_2yrs,avg_repair_time_hours,redundancy_available,distance_from_depot_km,passenger_footfall_daily,freight_value_index,trains_affected_if_failure,risk_score,failure_within_30_days,criticality_score,urgency_score,impact_score,final_priority_score
AST-001756,Track,Yard,NorthEastern,10.06,30,35.0,1.168,10.5,60,505.0,0.806,0.128,0.444,3.87,0.417,2,14.1,True,34.1,952,0.167,3,0.4553,1,0.2008,0.4115,0.1302,0.3192
AST-001757,Track,Siding,Northern,16.94,30,75.0,2.501,5.7,100,406.2,0.376,0.139,0.242,3.44,0.291,0,12.0,True,10.5,317,0.614,1,0.577,0,0.2424,0.667,0.155,0.4358
AST-001758,Signal,Main_Line,Western,8.84,15,9.4,0.627,29.9,100,9580.7,0.435,0.369,0.543,4.72,0.378,1,17.0,False,4.8,4022,0.09,34,0.2043,0,0.742,0.2172,0.6664,0.4382
AST-001759,Level_Crossing,Yard,Northern,24.46,60,57.5,0.958,18.9,110,243.2,0.41,0.373,0.512,2.23,0.208,0,21.6,True,11.5,379,0.243,5,0.3934,1,0.3451,0.2556,0.1093,0.3018
AST-001760,Track,Main_Line,Southern,39.27,30,17.5,0.584,32.2,80,7265.6,0.889,0.638,0.282,2.47,0.535,0,15.6,False,41.0,1213,0.34,28,0.3841,0,0.7186,0.1557,0.5324,0.4496
AST-001761,Track,Main_Line,Northern,35.24,30,3.9,0.13,10.8,100,7337.6,0.255,0.402,0.216,3.37,0.215,1,13.4,False,22.0,1285,0.645,12,0.4983,0,0.614,0.0846,0.5061,0.4308
AST-001762,Track,Main_Line,Eastern,35.41,30,69.0,2.301,31.0,60,2838.8,0.615,0.396,0.269,1.85,0.411,0,6.7,True,15.8,1276,0.543,8,0.529,0,0.4074,0.6137,0.2616,0.4736
AST-001763,Signal,Main_Line,Southern,9.0,15,47.4,3.162,28.2,110,5628.5,0.607,0.399,0.416,1.74,0.297,0,2.9,False,24.7,2620,0.401,16,0.3895,1,0.7497,0.8,0.5919,0.6305
AST-001764,Points_and_Crossing,Main_Line,Central,19.43,20,63.9,3.197,3.4,110,3614.6,0.48,0.765,0.104,2.14,0.312,1,18.7,False,40.4,675,0.263,1,0.5834,1,0.5424,0.85,0.3147,0.5974
AST-001765,Bridge,Branch_Line,NorthEastern,64.35,180,73.7,0.409,60.2,100,1184.8,0.901,0.372,0.228,3.05,0.584,0,19.2,False,34.4,757,0.317,46,0.5279,1,0.8279,0.1092,0.5948,0.5233
AST-001766,Level_Crossing,Yard,Western,14.18,60,41.1,0.684,21.4,80,2377.0,0.294,0.209,0.336,3.75,0.202,0,9.0,True,36.0,256,0.221,6,0.2801,0,0.3681,0.1825,0.1005,0.2552
AST-001767,Bridge,Yard,Southern,28.12,180,189.1,1.051,5.3,110,2475.0,0.516,0.358,0.532,3.7,0.323,0,8.7,False,18.4,34,0.672,3,0.4639,0,0.5211,0.2802,0.3547,0.4188
AST-001768,Bridge,Main_Line,Western,39.64,180,127.9,0.711,52.9,110,2176.8,0.633,0.399,0.303,3.18,0.503,0,23.8,False,7.8,1923,0.661,48,0.4472,0,0.8296,0.1895,0.7725,0.5463
AST-001769,Points_and_Crossing,Main_Line,Western,6.14,20,5.8,0.291,31.8,110,1862.5,0.718,0.428,0.029,4.49,0.551,1,14.5,False,21.3,827,0.536,19,0.4996,0,0.6797,0.1276,0.487,0.4587
AST-001770,Points_and_Crossing,Siding,Northern,19.29,20,8.5,0.423,10.1,130,1798.6,0.467,0.38,0.504,1.91,0.392,0,4.4,True,15.4,442,0.634,3,0.4586,0,0.3712,0.1127,0.181,0.3043
AST-001771,Bridge,Siding,Central,78.83,180,124.1,0.689,6.7,100,580.1,0.338,0.553,0.156,2.53,0.258,0,3.1,True,23.5,93,0.174,1,0.5625,0,0.2546,0.1839,0.0483,0.2983
AST-001772,OHE,Yard,Southern,28.77,45,9.4,0.208,15.3,100,1831.2,0.525,0.213,0.222,2.96,0.167,0,16.0,False,46.8,469,0.466,17,0.2641,0,0.5493,0.0556,0.4315,0.3226
AST-001773,OHE,Branch_Line,Central,2.56,45,98.3,2.184,41.5,80,2841.4,0.445,0.637,0.106,2.26,0.237,0,14.3,False,21.0,813,0.041,46,0.0951,0,0.716,0.5825,0.5444,0.4706
AST-001774,Track,Branch_Line,Eastern,42.0,30,2.0,0.066,34.8,110,2109.7,0.799,0.411,0.2,3.29,0.577,0,35.7,True,18.1,1078,0.36,8,0.409,0,0.5067,0.0175,0.2086,0.3104
AST-001775,Signal,Main_Line,Eastern,11.38,15,12.1,0.808,34.3,80,4407.3,0.859,0.589,0.138,3.1,0.527,0,24.0,False,18.0,1575,0.127,34,0.5269,0,0.7144,0.2156,0.555,0.5095
AST-001776,Track,Branch_Line,Southern,38.46,30,6.8,0.225,26.4,100,1659.0,0.412,0.158,0.693,2.76,0.334,0,10.6,False,37.4,781,0.86,22,0.0941,0,0.6179,0.0601,0.5654,0.3134
AST-001777,Level_Crossing,Main_Line,Southern,25.98,60,30.4,0.506,17.6,80,2463.1,0.555,0.358,0.049,3.03,0.448,0,5.3,False,76.1,297,0.096,15,0.2676,0,0.5451,0.1349,0.3314,0.3272
AST-001778,Points_and_Crossing,Main_Line,Eastern,2.43,20,14.7,0.735,71.1,100,2928.7,0.745,0.336,0.525,3.66,0.461,0,27.5,True,46.6,408,0.253,18,0.293,0,0.6802,0.1961,0.1897,0.3694
AST-001779,Bridge,Siding,Western,71.99,180,13.5,0.075,9.4,100,1249.1,0.48,0.183,0.289,2.58,0.323,0,10.7,False,37.6,225,0.39,8,0.4389,1,0.4924,0.02,0.3434,0.3359
AST-001780,Points_and_Crossing,Branch_Line,Southern,1.58,20,0.1,0.005,30.6,110,3069.3,0.661,0.396,0.344,4.48,0.256,0,8.1,False,29.7,1583,0.43,23,0.1726,1,0.7077,0.0013,0.5521,0.3472
AST-001781,Points_and_Crossing,Branch_Line,Eastern,8.64,20,21.3,1.067,28.0,130,102.0,0.736,0.232,0.429,3.0,0.424,1,11.9,True,5.6,472,0.271,9,0.3596,0,0.44,0.3344,0.146,0.3454
AST-001782,Track,Branch_Line,Central,19.62,30,22.5,0.749,18.6,130,1086.9,0.228,0.353,0.327,1.98,0.101,0,22.4,True,51.1,1340,0.362,6,0.2721,0,0.4069,0.1996,0.219,0.2864
AST-001783,Signal,Branch_Line,NorthEastern,21.28,15,14.1,0.94,33.1,80,3492.8,0.895,0.834,0.188,1.26,0.594,0,14.2,True,6.0,992,0.042,7,0.5359,1,0.4794,0.2507,0.1319,0.387
AST-001784,OHE,Yard,Central,27.82,45,179.4,3.987,17.0,110,878.6,0.527,0.178,0.375,1.0,0.377,0,2.4,True,11.6,212,0.235,3,0.4997,0,0.3513,0.8,0.0821,0.4676
AST-001785,Signal,Main_Line,Central,18.73,15,15.7,1.048,52.0,100,2825.8,0.544,0.585,0.296,3.08,0.551,0,2.0,False,78.1,2949,0.227,38,0.6446,0,0.8241,0.2795,0.7128,0.6174
AST-001786,Points_and_Crossing,Main_Line,Western,9.5,20,17.5,0.876,32.8,110,2140.9,0.369,0.12,0.183,3.83,0.21,0,29.8,False,83.3,716,0.783,36,0.4145,0,0.6941,0.2336,0.6264,0.4849
AST-001787,Signal,Siding,NorthEastern,13.12,15,2.0,0.13,19.1,100,950.4,0.655,0.275,0.013,3.75,0.464,0,23.2,True,43.2,832,0.266,6,0.5323,1,0.3481,0.0348,0.1575,0.2964
AST-001788,Level_Crossing,Yard,Central,15.49,60,63.4,1.056,15.3,100,1536.5,0.516,0.612,0.105,3.56,0.453,0,1.3,False,19.9,1024,0.32,10,0.1624,0,0.5404,0.2817,0.4077,0.3424
AST-001789,Track,Siding,Southern,36.29,30,7.0,0.234,5.8,100,642.3,0.752,0.721,0.487,3.18,0.47,1,8.4,True,63.9,84,0.249,1,0.4136,1,0.2499,0.1125,0.0627,0.2366
AST-001790,Level_Crossing,Main_Line,Central,11.42,60,166.5,2.775,48.1,60,3289.4,0.521,0.45,0.325,2.36,0.294,1,15.7,False,49.6,2065,0.0,30,0.5527,0,0.7346,0.79,0.5472,0.6658
AST-001791,Track,Main_Line,Southern,11.53,30,113.1,3.769,23.4,60,1917.9,0.83,0.307,0.245,2.55,0.584,0,13.5,False,25.7,1160,0.452,24,0.5987,0,0.5291,0.8,0.527,0.6174
AST-001792,Bridge,Branch_Line,Central,27.14,180,171.3,0.952,16.2,100,1209.2,0.441,0.114,0.547,4.0,0.218,0,14.9,False,18.8,824,0.185,11,0.0321,0,0.5363,0.2537,0.3699,0.2894
AST-001793,Signal,Main_Line,Eastern,16.83,15,14.8,0.985,26.8,110,4073.3,0.754,0.195,0.484,3.34,0.548,0,4.9,False,32.8,3058,0.055,23,0.5054,1,0.7124,0.2626,0.5952,0.5203
AST-001794,Level_Crossing,Branch_Line,Western,15.78,60,5.0,0.083,21.5,80,3811.8,0.559,0.677,0.473,4.44,0.435,2,12.9,True,26.9,243,0.088,7,0.406,1,0.4117,0.1222,0.0787,0.2877
AST-001795,Points_and_Crossing,Main_Line,Southern,2.35,20,4.1,0.205,45.3,100,2824.8,0.542,0.779,0.568,4.9,0.502,0,22.5,False,32.7,445,0.46,28,0.0246,0,0.7789,0.0546,0.4924,0.3286
AST-001796,Bridge,Siding,Western,67.75,180,223.0,1.239,12.7,80,1686.1,0.607,0.309,0.222,2.59,0.489,0,16.6,True,51.1,407,0.151,3,0.5652,0,0.2893,0.3303,0.0815,0.3512
AST-001797,Level_Crossing,Branch_Line,Northern,22.33,60,23.5,0.392,13.6,100,4060.7,0.329,0.41,0.037,3.43,0.443,0,4.8,False,27.2,1533,0.018,7,0.4195,0,0.6045,0.1046,0.3721,0.3892
AST-001798,Track,Main_Line,Central,35.4,30,20.3,0.676,22.6,100,8098.1,0.518,0.088,0.325,2.74,0.341,0,18.5,False,23.7,258,0.193,17,0.4539,1,0.6927,0.1802,0.3593,0.4429
AST-001799,Bridge,Branch_Line,Eastern,65.17,180,31.1,0.173,13.2,80,1367.4,0.689,0.307,0.171,2.8,0.57,0,30.8,False,14.6,727,0.538,9,0.5817,1,0.4826,0.046,0.4206,0.3939
AST-001800,Track,Branch_Line,Western,20.8,30,2.2,0.072,31.9,110,950.0,0.5,0.516,0.315,3.7,0.267,0,20.2,True,10.1,1520,0.617,9,0.2637,0,0.4524,0.0192,0.3026,0.265
AST-001801,Signal,Siding,Western,8.73,15,7.9,0.524,10.7,100,458.8,0.581,0.138,0.355,3.18,0.283,0,14.2,True,27.8,168,0.149,3,0.333,0,0.2771,0.1397,0.0612,0.2271
AST-001802,Bridge,Yard,Southern,14.53,180,187.3,1.041,8.4,110,1258.6,0.691,0.779,0.398,2.67,0.259,0,4.8,False,21.8,1548,0.42,6,0.3725,1,0.5055,0.2775,0.448,0.4
AST-001803,Level_Crossing,Main_Line,Northern,18.89,60,37.4,0.624,60.8,80,7007.9,0.425,0.446,0.305,2.82,0.284,1,28.0,True,21.1,1260,0.05,15,0.4073,0,0.7038,0.2164,0.2025,0.4178
AST-001804,OHE,Branch_Line,Northern,32.38,45,92.0,2.045,9.7,130,3373.7,0.353,0.228,0.148,1.9,0.334,2,13.9,True,7.5,647,0.557,2,0.7366,0,0.4161,0.6453,0.1769,0.5337
AST-001805,Track,Main_Line,Western,11.33,30,29.7,0.991,28.9,80,3688.3,0.546,0.444,0.391,3.93,0.34,0,10.0,False,28.5,956,0.385,31,0.5383,0,0.6569,0.2642,0.5375,0.5052
AST-001806,OHE,Branch_Line,Western,25.82,45,44.3,0.984,5.9,80,1504.9,0.589,0.079,0.141,2.63,0.311,0,5.9,True,35.1,1288,0.023,1,0.1334,0,0.2381,0.2623,0.1178,0.1947
AST-001807,Points_and_Crossing,Siding,Southern,6.89,20,4.3,0.213,9.5,80,418.7,0.726,0.135,0.133,4.38,0.241,0,6.1,True,20.3,979,0.667,2,0.2445,0,0.2298,0.0569,0.2266,0.1905
AST-001808,Signal,Yard,Southern,21.46,15,23.4,1.56,7.6,80,1363.2,0.682,0.651,0.182,1.98,0.583,0,16.7,True,46.3,783,0.036,1,0.4624,0,0.2454,0.4159,0.0782,0.328
AST-001809,Level_Crossing,Siding,Southern,18.09,60,231.1,3.851,8.2,110,1006.8,0.642,0.429,0.285,2.1,0.589,2,36.4,True,19.1,694,0.055,1,0.7056,0,0.2963,0.9,0.0747,0.5368
AST-001810,OHE,Main_Line,Eastern,22.57,45,28.2,0.626,16.9,100,5029.8,0.728,0.315,0.308,3.82,0.53,0,23.6,True,33.2,2678,0.712,6,0.5147,0,0.4552,0.1668,0.4005,0.3927
AST-001811,Points_and_Crossing,Yard,Southern,15.56,20,7.2,0.358,26.0,100,687.0,0.603,0.636,0.22,2.43,0.428,0,7.2,True,38.3,522,0.579,5,0.5564,0,0.3865,0.0955,0.1884,0.335
AST-001812,Points_and_Crossing,Main_Line,Eastern,5.69,20,7.7,0.383,50.0,130,4050.2,0.817,0.629,0.294,3.86,0.513,0,8.5,True,26.7,1028,0.325,13,0.2689,0,0.7045,0.1021,0.2264,0.3515
AST-001813,Track,Siding,Northern,4.14,30,8.0,0.267,6.8,110,1344.5,0.313,0.267,0.223,4.7,0.062,0,13.8,True,8.3,494,0.061,2,0.3599,0,0.2974,0.0713,0.065,0.2248
AST-001814,Track,Branch_Line,Southern,7.04,30,32.4,1.081,18.7,110,3959.6,0.683,0.75,0.395,4.18,0.295,0,6.2,True,29.5,415,0.432,3,0.3084,0,0.4547,0.2883,0.1384,0.3218
AST-001815,Level_Crossing,Siding,Central,13.57,60,45.8,0.764,5.9,110,2193.4,0.408,0.291,0.19,3.83,0.282,0,12.8,True,91.2,306,0.525,1,0.381,0,0.3164,0.2037,0.1362,0.2806
AST-001816,Track,Yard,Northern,29.54,30,34.1,1.138,18.6,80,1984.1,0.313,0.337,0.579,3.39,0.195,1,21.5,True,37.5,197,0.365,4,0.4218,0,0.3377,0.3534,0.1127,0.3331
AST-001817,Bridge,Siding,Central,36.31,180,6.3,0.035,6.5,110,1649.9,0.594,0.143,0.757,4.08,0.373,0,8.4,True,25.8,499,0.354,1,0.2136,0,0.3047,0.0093,0.1183,0.1756
AST-001818,Level_Crossing,Siding,Central,11.35,60,145.1,2.418,13.9,110,690.8,0.218,0.16,0.149,2.94,0.193,0,25.2,False,12.8,133,0.467,11,0.4951,0,0.5249,0.6447,0.3687,0.5225
AST-001819,Points_and_Crossing,Yard,NorthEastern,13.58,20,16.3,0.816,8.6,130,194.3,0.775,0.804,0.259,2.78,0.52,0,20.5,False,11.9,803,0.763,4,0.3887,0,0.5129,0.2177,0.4428,0.3913
AST-001820,Track,Main_Line,Central,28.66,30,6.2,0.208,52.9,110,5742.8,0.36,0.295,0.426,3.51,0.364,0,5.6,False,34.5,1135,0.213,55,0.1857,0,0.9142,0.0555,0.658,0.4425
AST-001821,Signal,Main_Line,Western,18.81,15,12.3,0.82,25.7,130,6341.1,0.553,0.199,0.472,2.81,0.467,0,20.7,False,7.5,1116,0.023,29,0.4076,0,0.7714,0.2186,0.4668,0.4784
AST-001822,Points_and_Crossing,Siding,Central,12.05,20,17.7,0.883,4.0,60,526.7,0.589,0.614,0.414,2.79,0.439,0,5.6,True,36.1,667,0.564,1,0.3546,1,0.1578,0.2354,0.1743,0.2387
AST-001823,Signal,Branch_Line,NorthEastern,10.46,15,8.8,0.587,6.8,80,1962.5,0.75,0.592,0.499,2.81,0.3,0,18.7,True,14.9,619,0.405,2,0.4603,0,0.2581,0.1565,0.1443,0.2763
AST-001824,Signal,Branch_Line,NorthEastern,1.91,15,14.9,0.994,19.4,100,1288.1,0.892,0.14,0.784,5.0,0.234,0,12.6,False,32.6,467,0.002,10,0.3035,0,0.5604,0.2651,0.2977,0.3701
AST-001825,Bridge,Main_Line,Southern,31.7,180,6.8,0.038,20.4,80,11347.8,0.449,0.489,0.327,4.57,0.515,0,19.0,True,23.0,2836,0.457,6,0.3678,0,0.4398,0.0101,0.3628,0.2992
AST-001826,Signal,Siding,Northern,17.85,15,14.8,0.988,8.8,130,1164.9,0.37,0.27,0.573,1.97,0.42,0,9.2,True,24.6,231,0.078,2,0.6594,0,0.3438,0.2636,0.0465,0.3738
AST-001827,Points_and_Crossing,Siding,Central,16.77,20,8.5,0.423,7.9,130,981.4,0.503,0.295,0.497,2.0,0.288,0,1.7,True,4.9,293,0.357,2,0.6092,0,0.3321,0.1128,0.1075,0.3267
AST-001828,Level_Crossing,Branch_Line,Eastern,14.87,60,128.3,2.139,28.5,100,2725.8,0.615,0.234,0.262,2.48,0.306,0,5.2,True,29.5,960,0.304,8,0.5604,0,0.4639,0.5703,0.1875,0.478
AST-001829,Level_Crossing,Siding,Western,15.05,60,33.1,0.552,5.2,80,665.4,0.563,0.321,0.673,3.62,0.241,2,9.6,False,8.4,727,0.002,2,0.5509,0,0.4087,0.2472,0.2726,0.3906
AST-001830,Level_Crossing,Branch_Line,Northern,9.73,60,51.6,0.86,29.5,80,3323.7,0.344,0.44,0.409,4.15,0.137,0,9.6,False,4.2,956,0.16,21,0.3085,0,0.6499,0.2293,0.4342,0.41
AST-001831,Bridge,Main_Line,Western,42.48,180,294.8,1.638,38.6,110,3863.7,0.55,0.153,0.465,3.13,0.319,1,27.9,False,6.2,3778,0.217,29,0.4171,0,0.785,0.4868,0.6626,0.5817
AST-001832,Track,Branch_Line,Eastern,25.67,30,1.0,0.034,25.8,80,3975.1,0.664,0.21,0.6,4.3,0.429,0,13.7,False,22.5,1987,0.737,26,0.4571,1,0.6448,0.009,0.6647,0.4325
AST-001833,Track,Main_Line,Eastern,37.46,30,25.8,0.86,72.8,80,5603.1,0.68,0.578,0.668,1.7,0.462,1,23.2,False,17.9,6870,0.472,80,0.4657,0,0.9038,0.2794,0.8944,0.6149
AST-001834,Signal,Main_Line,Western,15.13,15,11.7,0.783,48.1,60,6388.6,0.683,0.188,0.581,3.47,0.466,1,7.9,False,17.6,1619,0.333,39,0.5427,0,0.786,0.2588,0.6291,0.5577
AST-001835,Track,Branch_Line,NorthEastern,23.77,30,29.3,0.975,7.6,60,3585.0,0.723,0.191,0.295,3.21,0.543,0,3.6,True,62.1,1989,0.256,2,0.5161,1,0.2736,0.2601,0.2286,0.3362
AST-001836,Points_and_Crossing,Siding,Northern,4.38,20,16.4,0.82,1.2,100,436.3,0.546,0.249,0.253,3.49,0.38,0,24.9,True,15.9,142,0.313,1,0.1346,0,0.2134,0.2187,0.0802,0.1711
AST-001837,Track,Branch_Line,Western,20.5,30,5.2,0.172,31.6,100,1134.0,0.461,0.521,0.129,4.76,0.224,0,11.3,False,51.0,919,0.63,35,0.4055,0,0.6367,0.0459,0.6067,0.4151
AST-001838,Track,Main_Line,Western,30.02,30,21.7,0.724,29.4,60,1731.9,0.486,0.315,0.129,3.06,0.362,0,2.7,False,5.6,758,0.179,27,0.2726,0,0.5634,0.1931,0.4566,0.3676
AST-001839,Track,Main_Line,Central,17.87,30,0.2,0.006,28.0,100,1365.9,0.405,0.257,0.548,4.19,0.071,0,25.0,False,9.6,807,0.43,33,0.1839,0,0.6203,0.0015,0.5457,0.3235
AST-001840,Signal,Branch_Line,Western,16.31,15,10.3,0.688,16.0,110,4700.5,0.628,0.714,0.425,2.84,0.263,0,20.4,True,33.6,1895,0.598,4,0.3538,0,0.4595,0.1833,0.3009,0.3349
AST-001841,Points_and_Crossing,Yard,Western,10.58,20,69.5,3.476,14.7,100,2544.9,0.501,0.718,0.027,2.97,0.472,0,18.8,True,35.3,226,0.589,4,0.5593,1,0.3666,0.8,0.16,0.5018
AST-001842,Points_and_Crossing,Branch_Line,Northern,15.12,20,33.8,1.688,23.3,80,4020.4,0.381,0.44,0.34,2.61,0.266,0,15.5,True,16.2,247,0.808,7,0.4746,0,0.4299,0.4502,0.223,0.4174
AST-001843,OHE,Main_Line,Southern,15.73,45,107.9,2.398,40.8,110,939.7,0.391,0.339,0.521,2.91,0.35,0,12.2,True,35.0,4041,0.171,14,0.3418,0,0.512,0.6396,0.3659,0.4709
AST-001844,Signal,Yard,NorthEastern,9.05,15,15.5,1.034,4.4,60,1826.8,0.626,0.36,0.363,3.03,0.095,0,27.0,True,9.9,988,0.264,1,0.4561,0,0.1998,0.2758,0.141,0.2869
AST-001845,Track,Yard,Central,42.57,30,37.5,1.251,17.2,60,911.8,0.631,0.435,0.282,1.85,0.416,0,10.3,True,9.8,230,0.186,3,0.6592,0,0.2574,0.3335,0.0739,0.3694
AST-001846,Track,Main_Line,Western,41.17,30,82.8,2.76,30.1,60,1789.0,0.466,0.019,0.201,1.0,0.245,1,19.5,False,20.9,1907,0.229,25,0.8832,1,0.57,0.7861,0.5505,0.7151
AST-001847,Bridge,Branch_Line,Central,16.43,180,116.0,0.644,12.1,80,802.4,0.527,0.213,0.237,4.06,0.329,0,5.5,True,58.5,1074,0.408,4,0.114,0,0.2584,0.1719,0.1945,0.1839
AST-001848,Bridge,Yard,Western,11.3,180,165.1,0.917,19.9,130,554.2,0.474,0.19,0.384,4.33,0.263,0,0.5,True,25.7,390,0.331,5,0.0723,0,0.3996,0.2445,0.1279,0.2219
AST-001849,Level_Crossing,Branch_Line,Southern,22.35,60,140.1,2.336,22.3,100,618.8,0.672,0.662,0.308,2.11,0.393,0,8.8,False,0.7,2202,0.007,25,0.6749,1,0.5594,0.6229,0.5307,0.6056
AST-001850,Signal,Main_Line,Central,1.18,15,13.1,0.875,21.0,100,6943.3,0.561,0.342,0.745,4.23,0.102,0,20.2,False,14.4,594,0.165,24,0.0984,0,0.682,0.2334,0.4224,0.3558
AST-001851,Track,Main_Line,Western,12.81,30,59.5,1.982,61.0,100,1010.7,0.545,0.275,0.404,2.31,0.311,0,14.1,False,16.3,2077,0.388,72,0.2433,0,0.8226,0.5286,0.8007,0.572
AST-001852,Points_and_Crossing,Main_Line,Northern,7.12,20,78.7,3.937,42.8,110,3863.3,0.574,0.369,0.577,2.03,0.275,0,19.5,False,51.0,3450,0.616,25,0.5333,0,0.8128,0.8,0.719,0.7117
AST-001853,Points_and_Crossing,Branch_Line,NorthEastern,3.52,20,16.0,0.801,20.9,110,2261.1,0.848,0.184,0.257,4.37,0.399,0,3.1,True,20.9,1421,0.338,7,0.2975,0,0.419,0.2137,0.2268,0.3024
AST-001854,Level_Crossing,Branch_Line,Central,25.62,60,12.7,0.211,23.8,100,1258.2,0.558,0.269,0.284,2.84,0.33,0,14.3,False,72.0,1741,0.225,11,0.3467,0,0.5886,0.0563,0.4542,0.3628
AST-001855,Signal,Main_Line,Eastern,17.33,15,10.8,0.72,32.1,60,2582.1,0.617,0.456,0.294,3.59,0.465,0,11.0,False,49.4,1307,0.056,35,0.4559,0,0.6071,0.1919,0.5242,0.4455
AST-001856,Track,Yard,Eastern,15.1,30,23.9,0.797,15.3,60,967.5,0.75,0.045,0.284,3.12,0.516,0,9.2,True,15.5,674,0.074,3,0.4522,0,0.2467,0.2124,0.0884,0.276
AST-001857,Signal,Yard,Western,17.39,15,14.0,0.933,23.7,110,1567.1,0.355,0.206,0.402,2.22,0.331,0,22.0,False,2.2,622,0.123,23,0.4135,0,0.6167,0.2489,0.4107,0.4329
AST-001858,Points_and_Crossing,Branch_Line,Northern,3.46,20,58.8,2.94,8.8,100,1842.3,0.409,0.171,0.243,2.26,0.174,1,10.7,True,19.3,186,0.632,2,0.5938,0,0.3064,0.8341,0.1535,0.5016
AST-001859,Bridge,Yard,Southern,17.41,180,197.2,1.095,26.8,100,394.7,0.556,0.28,0.044,3.68,0.37,0,32.7,False,16.1,736,0.162,27,0.2886,0,0.5825,0.2921,0.4512,0.402
AST-001860,Track,Branch_Line,Southern,6.93,30,5.2,0.174,13.2,110,2850.6,0.664,0.351,0.202,5.0,0.335,0,4.8,False,62.5,564,0.517,15,0.118,0,0.5849,0.0463,0.4379,0.2881
AST-001861,Level_Crossing,Branch_Line,Southern,10.29,60,83.7,1.395,21.5,80,3419.4,0.676,0.864,0.12,3.09,0.397,0,9.4,True,31.8,1093,0.14,5,0.4962,0,0.4,0.372,0.1483,0.3841
AST-001862,Level_Crossing,Branch_Line,Eastern,26.31,60,2.6,0.044,14.9,80,5085.4,0.566,0.199,0.586,2.94,0.237,1,13.7,True,12.8,378,0.532,4,0.3309,0,0.4029,0.0616,0.1613,0.2597
AST-001863,OHE,Branch_Line,Central,25.7,45,16.7,0.37,9.9,130,2967.1,0.368,0.399,0.149,3.33,0.326,0,38.3,False,28.8,1156,0.498,5,0.5758,1,0.6052,0.0988,0.4251,0.4428
AST-001864,OHE,Branch_Line,Western,27.4,45,13.0,0.289,11.6,100,3280.6,0.464,0.295,0.382,2.95,0.426,0,26.8,False,47.5,1017,0.06,7,0.4892,1,0.5678,0.0771,0.3376,0.387
AST-001865,Signal,Main_Line,Northern,5.7,15,4.8,0.318,69.4,80,1265.6,0.343,0.705,0.731,4.72,0.0,0,18.6,False,19.1,351,0.135,34,0.2296,1,0.7918,0.0848,0.4546,0.3958
AST-001866,Track,Branch_Line,Southern,44.56,30,27.5,0.917,20.6,100,650.3,0.537,0.228,0.699,2.32,0.474,0,7.7,True,11.9,211,0.444,7,0.3819,0,0.3492,0.2446,0.1473,0.3026
AST-001867,Signal,Yard,Eastern,16.08,15,7.2,0.483,20.8,80,819.9,0.762,0.405,0.184,2.64,0.509,0,6.6,True,18.1,250,0.145,6,0.233,0,0.3174,0.1288,0.0849,0.2101
AST-001868,Track,Main_Line,Western,30.98,30,16.0,0.535,61.4,130,3832.0,0.603,0.63,0.37,2.68,0.39,0,4.5,False,42.7,1886,0.048,68,0.4537,0,0.965,0.1425,0.7167,0.5687
AST-001869,Points_and_Crossing,Yard,Eastern,7.61,20,10.1,0.506,10.5,100,974.0,0.792,0.11,0.545,4.34,0.43,0,4.1,True,32.5,187,0.624,2,0.3365,0,0.2912,0.135,0.152,0.2449
AST-001870,Track,Main_Line,Northern,24.51,30,26.8,0.893,9.0,60,4468.2,0.318,0.301,0.442,2.95,0.343,0,13.2,False,99.5,1196,0.552,7,0.369,0,0.5094,0.238,0.4509,0.3907
AST-001871,Points_and_Crossing,Branch_Line,Western,13.92,20,63.5,3.177,13.0,60,2573.9,0.629,0.211,0.342,2.03,0.367,0,18.4,True,39.4,724,0.274,2,0.4262,1,0.2793,0.8,0.1268,0.4307
AST-001872,Track,Branch_Line,Western,19.37,30,95.4,3.181,33.8,130,2927.9,0.712,0.356,0.041,2.89,0.381,0,18.4,True,18.4,594,0.065,7,0.3608,0,0.5631,0.8,0.1034,0.4927
AST-001873,Track,Yard,Central,38.62,30,21.8,0.726,13.0,80,1993.7,0.301,0.265,0.098,2.24,0.37,1,28.8,False,3.9,183,0.637,9,0.6206,1,0.5,0.2435,0.3951,0.4563
AST-001874,Points_and_Crossing,Siding,NorthEastern,1.36,20,13.2,0.658,8.8,80,1545.9,1.0,0.317,0.286,4.47,0.508,0,7.5,True,69.1,384,0.36,1,0.2643,0,0.2589,0.1756,0.1098,0.2173
AST-001875,Track,Yard,Western,36.76,30,0.1,0.004,12.5,110,2781.4,0.425,0.31,0.193,3.93,0.413,2,24.5,False,34.0,264,0.097,6,0.5997,0,0.5784,0.1011,0.2764,0.4202
AST-001876,Track,Main_Line,Southern,43.56,30,28.8,0.96,33.3,130,2143.4,0.679,0.374,0.333,2.27,0.482,1,11.0,False,41.4,1708,0.367,23,0.6292,0,0.7364,0.306,0.5499,0.5687
AST-001877,Level_Crossing,Main_Line,Central,22.56,60,0.4,0.007,17.5,100,2306.8,0.467,0.35,0.231,2.56,0.405,0,1.1,False,36.0,1291,0.047,17,0.4586,0,0.5781,0.0019,0.4161,0.3739
